Comment_raw,Sentiment
Cô Cẩm Lan keo quá,Neg
có chứa gay à =)))),Neg
Có đời tư hả,Neu
Cố gắng “làm mới” nhưng kết quả lại thiếu tính sáng tạo.,Neg
Cố gắng kiểu này chỉ khiến mình thất vọng.,Neu
Cố gắng lắm mới bình luận đc mấy chữ từ đáy lòng ( đi chết đi ),Neg
Cố gắng làm ra kiểu này thì buồn cười.,Neg
Cố gắng tạo phong cách trendy nhưng kết quả thì dở tệ.,Neg
"Có óc thẩm mỹ ăn mặc thậc. Tư duy làm video cũng tốt. Tất nhiên là bài hát nghe cũng đc. Nhưng chắc ko live đc, giọng yếu",Neu
cô ta cũng bị mất trí nhớ luôn á,Neg
"có thể hát câu chủ đề của bài hát 1 cách đúng chính tả không? ""SAshimi"" , ko phải ""SHAsimi"".",Neg
Cố tình tạo ra kiểu “cool” mà lại không cool chút nào.,Neg
cổ vũ ngoại tình,Neg
Coi gì có nhóm líu lo.Mời pháo lựu đạn vào rap chả liên quan bài ngoại trừ mv đầu tư khác âm nhạc ngày trước của bả cái bài nghe vũ trụ có anh có anh dù là bên đông bên tây có bao nhiêu đó,Neg
Come on now. You gotta get down on friday!,Neg
Completely underwhelming production.,Neg
Con beast hay hơn nhiều bài kpop đang nổi mà bị chê. Thua.,Neg
con cá đang sống tự nhiên giieest chết nó,Neg
Con nhà giàu lên rảnh quá,Neu
con quỷ của làng nhạc kkk,Neg
Congrats I finally found a song worst than vita’s!,Neg
Convinced dance monkey is the worst sing ever,Neg
Corona went back after this anthem,Neg
Could have been so much better.,Neu
"CRAZY people's,show me dishes Spanish I'm not Spanish!!! I don't like Spanish food!!!.show me they making jelly cake!!!, jelly cake not delicious, no good, know that making since I worked with my missis, her business is selling jelly cake, even Moon cake also she made it, I'm her helper, seven years ago,",Neg
Creator only listens to skibidi toilet,Neg
Creed…really man.,Neg
Cringe,Neg
"Cứ là xấu, bài này ko nghe nổi!",Neg
Cứ như đánh lộn mọi quy tắc của âm nhạc.,Neg
"Cứ như đánh trống kèn mệt mỏi, xáo trộn đến mức không chịu nổi.",Neg
"Cũng ko hay cho lắm,",Neg
cuộc chiến,Neg
Cứu tôi,Neg
đ hiểu bài hát nghĩa gì luôn,Neg
Đã chán ngấy với cách làm này từ lâu rồi.,Neg
Đã chán ngấy với kiểu nhạc này từ lâu rồi.,Neg
đã dở lại còn ghê ý như ngôi sao cô đơn,Neu
đã nóng thì s pk mặc,Neu
"Đã quá lâu r chi pu vẫn chưa có 1 bài nào quá nổi bật, và đây là bài đó , chắc người viết nhạc này chạy deadline trong 3 ngày :))",Neg
Đã từng là fan Chipu Khi bạn ấy thành ca sĩ thấy ko hay cũng ko phán xét Đến khi ra đến bài này thì nói thật bài hát như b...ồi,Pos
Đã từng nghe hay hơn nhiều lần rồi.,Neg
Đã từng rất quý chipu hồi còn ở 5s nhưng mọi thứ chấm hết khi quyết định khi chipu làm ca sĩ và hiện tại chờ lên quay lưng khi đi du học chưa nổi 1 tháng đã bắt đầu nch cái kiểu lơ lớ quên Tiếng Việt cho tới bây h thành ra cái mv này,Neg
"Đá xéo cực chất: ""Trend"" nói ra mà tai tui chỉ nghe thấy thất vọng.",Neg
"Đá xéo hết mức, nghe như đập đầu vào tường liên tục.",Neg
Đá xéo kiểu tối đa: từ lời ca đến beat đều là thất bại nặng nề.,Neg
Đậm chất heo nhật,Neg
Đam vl,Neu
"Dàn nhạc và giọng hát chưa được phối hợp đồng bộ, mất đi sự mạch lạc.",Neg
Dance 10/10 Song 3/10,Neg
"đẳng cấp thế giới động vât, mãi chất thải",Neg
"đánh giá khách quan thì, MV không có vấn đề, nhạc cũng hay nhưng cái tâm hồn của bài hát là lời nhạc thì nó không hay. Nghe vào tai cấn cấn thế nào ấy.",Neg
đau đầu zl,Neg
đầu óc tụi mày nghe Kimochi không hiểu được cái khác ngoài đồi trụy à :))),Neg
đầu tư nhạc nhảy đẹp hình ảnh hay nhưng lời bài hát hơi chán,Neg
Dau xanh 18+ vai,Neg
"Đây cũng là hát à, vớ vẩn cả lời hát, cả giọng hát.",Neg
Đây là âm nhạc hả,Neg
Đây là đỉnh cao của âm nhạc! Tắt tiếng nghe vẫn tệ.,Neg
Đây là nhạc à ??? Là kia là ca sĩ á hả ?? Nhạc gì mà nghe ngứa ngứa á,Neg
Đây là thảm họa của 9 năm trc còn bâyh thảm họa thật sự là Cắm sừng ai đừng cắm sừng em:)),Neg
Delete this,Neg
Delete this song please,Neg
Đến giờ vẫn chưa hiểu sao ra đấy.,Neg
"Đéo hay, bài này xứng là rác!",Neg
Đéo hiểu sao bài này nổi!,Neg
Đệt.... Kinh khủng thật:///,Neg
"dg phiêu đá ngay phải đoạt rap, tắt nhạc luôn. nghe chán k chịu dc",Neg
Đhs vẫn thua CNĐ ạ,Neg
Đi tông thôi,Neg
Did anyone else search for “The Worst Song ever?”,Neg
Did i listened this stupid song when i was a child,Neu
Điệp khúc nhảm vãi phá cả bài :| nghe nhà quê vãi,Neg
Điệp khúc pmc bắt tai nhưng của pháo nó lạc thế nào ấy,Neg
Dính vãi đạn Lúc đầu tưởng nhảm ko!!!,Neu
"Dislike…no Creed song is bad, especially the best one",Neg
Dizz like nhìu hơn like luôn ghê thế:'),Neg
đmmm,Neg
"Do better next time, please.",Neu
Dỡ mà lời hok hiu gi het,Neg
do qua,Neg
Do somethinf better,Neu
Dỡ. Còn làm màu,Neg
đoạn rap của pháo nghe ko hay,Neg
Đoạn rap không đâu dính đâu vs bài hát,Neg
Đoạn rap mình thấy ko phù hợp với bài hát,Neg
"Đoạn tiếng Nhật là hát tiếng trung, tiếng hàn hay tiếng thú r chứ kp tiếng Nhật nx",Neg
Does he sing in stutters? Oh my God,Neu
Doesn’t capture any real emotion.,Neg
Doesn’t hit the right vibe at all.,Neg
Dog mới tạo ra bài này,Neg
Đổi tên bài đi đổi thành sáng mắt ra ý chứ chị tui ko thik sáng chx,Neu
"Donald Trump could Evan sing better than that ""song""",Neg
Down voted for stupidity,Neg
"Dù có nhiều nỗ lực, nhưng bài hát vẫn thiếu “hồn” nghệ thuật.",Neg
"Dù có tiềm năng, nhưng tác phẩm này vẫn chưa chạm được vào cảm xúc của người nghe.",Neg
Đứa nào bênh thì bước hết ra đây xem cái nào đừng có nhờn,Neg
Đứa nào nói dối tao sẽ cho nó nghe bài này 20 lần,Neg
Đứa nào phạm tội tao cho nghe bài này 30 lần mỗi ngày,Neu
đứa nào yếu Tim xem xong đảm bảo nhập viện,Neg
Dude crank that by Soulja Boy is not hated that is a good song,Neg
"dude man go back to graining the fields, no need for dollarama parties",Neg
dude wth is this?????,Neu
"Dude, this hit is trashy!",Neu
"Đụng độ với âm thanh, tai tui không chịu nổi từng giây.",Neg
Đúng là MV bị ném đá,Neu
đúng là rác bơ phá hỏng cả bài,Neg
"Dùng làm filler thôi, nghe phẳng.",Neg
"Được bài nổi còn tắt karaoke, sợ ngta hát hay hơn hay sao á",Neg
Ê 2h sáng gọi làm gì,Pos
Ê chơi ma túy hay sao mà nhà nó bừa vậy,Neg
ê chưa bị xóa hả,Neg
Ê có cơm chó trong đây,Neg
"E đã bị mắc vào mqh này, ngta lừa dối e để cưới ng đó, người ta là gay",Neg
e nghe liên tục liên khúc của c và cuối cùng e ôm toilet 3 tieng đồng hồ,Neu
Ê nghe như qq z,Neg
"ê nha, sao nay flop z",Neu
Ê nó cứ sao ý,Neg
"ê nó cứ ươn ươn sao á, nói chung là tệ",Neg
e sợ bà váy đen quá,Neg
Ê tao hỏi là 2 giờ sáng có đứa nào bắt máy không,Neg
"Ekip làm MV đỉnh phết! Beat hay nhưng lời nghe vớ vẩn thật luôn, còn hơi ngang nữa. Phải xuống xem ai viết lời, vâng là Hứa Kim Tuyền ạ! Bộ lúc viết lời a bị deadline dí hay sao mà lại viết đc quả lyric như thế này vậy hả??",Neg
EM CHỈ THIẾU MỖI 1 CLIP SẼX NỮA THÔI LÀ SẼ NỔI TIẾNG VÀ ĐẮT SHOW THÔI ! EM HÁT VẬY LÀ ỔN RỒI !,Neg
em ếu dám nói dối lần nào nữa đâu ! ám cmn ảnh lần đầu xem và nghe cmnr !,Neg
em fan cj nhưng em thấy bài này cứ bị làm sao ý :))),Neu
Em hát hay lắm nhưng đừng hát sẽ hay hơn,Neg
Em mình cố gắng bao nhiêu h là thánh nữ nhật ở vn cô gái nhật bổn,Neg
em xin em k nói dối nữa đâu,Neu
Ended on the literal worst song of all time,Neg
"Enero reggaeton song should be hated, more than this songs",Neg
"eo chán thế, bài này ko có gì mới mẻ.",Neg
éo hiểu gì luôn ạ,Neg
"éo hiểu sao không có karaoke nữa, bị mất hẳn luôn !! anti fan luôn",Neg
Eo ở dưới đáy xã hội mới lên à,Neg
eo thấy gớm,Neg
Erik nhìn kì quá ( cho xl nhaaa),Neg
Even god is confused about the lyrics,Neu
ewww music songs worst gong back music is so annoying,Neg
EXCUSE?? A THOUSAND MILES??? WHAT IS WRONG WITH YOU!!! I CANT BELIEVE THIS!! IM LITERALLY ABOUT TO CRASH OUT!!! this generation sucks ahh,Neg
Expected more from this artist.,Neg
fact: cánh bướm gian dối cửa Phí  Phương Anh chi là bản nâng cấp của bài này,Neg
"Family members of his: I don't know that guy, he's such a fool",Neg
"Fan Chi nhưng lần này thật sự thất vọng. Ca từ vô nghĩa, xáo rỗng. Cứ như nhạc chế của Hậu Hoàng. Ko tin nổi đây là nhạc Hứa Kim Tuyền luôn. Quá vô nghĩa, câu cú loạn xạ, như nhạc quảng cáo nhà hàng Nhật cho vui. Đầu tư MV thì chất đấy, nhạc thì .....",Neg
Feels forced and lacking passion.,Neg
Feels like a cash grab.,Neg
Feels like they ran out of ideas.,Neg
Feels like throwing up so much after drinking a lot,Neu
Finally found my funeral song,Neg
First ten seconds i thought it'd be a banger of shit songs. Then 0:13 appears and lost all faith.,Neg
Flagged for clickbait.,Neg
flop kinh dị. 97 giờ nát thế nhỉ @@,Neg
Flop o trong club,Neg
"For real, how did this track become a hit? It’s pure trash!",Neg
"For real, this beat is off!",Neg
"Forgive me for a ""born in wrong gen"" take but nearly every single song after 2000 was disgusting on the ears. The extreme use of sex and awful mixing sfx made them unbearable. The only 2000s song that was genuinely creative and not 4/4 pop slop was teenage dirt bag",Neg
Friday by Rebecca Black is not really a bad song I think it's a good one,Neu
"Friday wasn't bad, the lyrics just made no sense. Barbie is an ICON. FOH!! Baby is just...eughhh Mariah Carey is a LEGEND! FOH!! What Does the Fox Say is another ICON. FOH!! YMCA... I'll let you have that Going this far, your choices are garbage, so I'll stop here...",Neg
From DXY with ám ảnh :),Neu
Furry fandom back there and today ️️,Neu
gây thù oán đâu lòng mẹ cha,Neg
Gay ư chàng trai đang sánh bước bên em thể nào cũng thuộc về anh . Hay thật nhưng vô lý,Neg
Get out what,Neg
Ghê nha .Chê nặng,Neg
Giá như ca từ ca khúc này về chủ đề bình thường thì sẽ là tuyệt phẩm,Neg
"Giai điệu bị “rối” trong vài đoạn, không đạt được sự hài hòa.",Neg
"Giai điệu hỗn độn, như mấy nốt nhạc bị dán mạch chạy lệch.",Neg
"Giai điệu hỗn độn, tự xưng nghệ thuật nhưng lại dở không tả.",Neu
"Giai điệu này như đang hoán đổi, quá tạp nham không chịu nổi.",Neg
"Giai điệu này như mảnh vụn, không điểm gì đáng khen cả.",Neg
Giai điệu nghe quá nhàm chán so với những bài hát khác cùng thể loại.,Neg
Giai điệu nhạc thì hay thật nhưng lời viết như này mà tự gọi là ca sĩ thì bôi bác cái danh ca sĩ quá,Neg
"Giai điệu như bị cắt dán từ mấy bài cũ, thiếu linh hồn quá mức.",Neu
Giai điệu như bị lộn trộn hết cả tâm hồn.,Neu
"Giai điệu như được cắt dán từ mấy bài khác, không có gì mới lạ.",Neu
"Giai điệu như mảnh vụn, tự xưng trendy nhưng thực chất là bãi rác.",Neg
"Giai điệu quá đơn giản, thiếu điểm nhấn để ghi nhớ.",Neg
"Giai điệu thất bại, làm tui muốn chửi to ngay lập tức.",Neg
"Giai điệu tồi tệ, tự xưng đột phá nhưng chỉ tạo ra tiếng ồn không mục đích.",Neg
Giai điệu và ca từ chưa đủ tương trợ để tạo nên một tác phẩm hoàn chỉnh.,Neg
Giải mã bí ẩn. Tao là thấy bài này còn khó hiểu hơn nhạc của Sơn Tùng nữa.....hắc não vl ~~~,Neg
Giờ mới để ý thấy trúc Nhân có khuôn mặt giống Lộ lộ hát lô tô tân thời á kô biết có bà con gì kô,Neu
giở tệ nhạc nhật mà ns tiếng anh,Neg
giống bài vius,Neu
Giống động thăng thiên của Quỳnh búp bê quá,Neg
"Giọng hát của ca sĩ không ổn định, thiếu cảm xúc và sức mạnh.",Neg
Giọng hát của ca sĩ không truyền được cảm xúc như lời bài hát muốn gửi gắm.,Neg
giọng hát hay thậc mà bài nhạc dở tệ,Neg
"Giọng hát kém, beat yếu, tổng thể thất bại.",Neg
"Giọng hát kém, lời ca nhạt nhẽo cực.",Neg
"Giọng hát lệch, làm tui muốn bỏ.",Neu
Giọng hát như không biết cảm xúc gì hết.,Neg
"Giọng hát thiếu phần tự nhiên, nghe như đã được chỉnh sửa quá mức.",Neg
"giọng hơi bé càn hát rõ ràng hơn,lời ko có ý nghĩa mấy còn phần hình ảnh âm thanh thì khá tốt nhưng mik lại ko thích bài anyf mấy vì bài hát ko có ý hgiaz vaf cx hơi xàm",Neg
"Giọng nam xen vào ở cuối bài giọng điệu văn vở hệt với con vi rút... Thể hiện bản chất đa tình, ái kỷ, nhưng luôn có lý do cho vấn đề của mình. Đến lúc bạn nữ im lặng thì sẽ lấy lại lòng tự tôn cao độ của mình bằng cách quy trạng thái tâm lý về cho đối phương. Nếu bạn nữ yếu tâm lý sẽ chủ động bỏ qua lỗi lầm và tiếp diễn đến khi bạn nữ hết khả năng chịu đựng. Tên này theo dõi drama phân tích tâm lý thấy hắn ta rất tự tin về thao túng tâm lý và phản biện. Cái việc đớp lời Ph nhằm việc sợ Ph oanh tạc thêm cái liêm sỉ của hắn vì LUÔN CHO MÌNH LÀ ĐÚNG. Pháo này tuổi trẻ tài cao hãy đem tài năng của mình vang dội. CON LỢN ĐẤY NÓ CHỐI ÁC LẮM. Vì đó là sự thoi thóp cuối cùng trước khi bị tiêu diệt.",Neg
Giọng như săp đi. Nghe mêt thât sư.,Neg
"Giống vào lầu xanh, xong order hơn là sashimi",Neg
"Giọt nước mắt trên khuôn nhạc...Người con gái ấy từng chịu tổn thương không có nơi giãi bày, phải tìm tới âm nhạc.
Mít xơ sự nghiệp ơi là sự nghiệp...Thấm ác thế này thì đỡ kiểu gì?",Pos
GIRL WE CAN SEE THAT YOU DARE THAT LADY TO JUMPED LIKE WHO DOES THAT? AND YOU WHERE RUNNING FROM IT SO YOU DIND'T HAVE TO DO SOMTHING WITH IT AND SHE WAS MAYBE FLOATHING MAYBE NOT SO JUST BE KIND TO PPL LIKE STOP GIR,Neu
"Giữa 1 rừng ballad, thì đây là hướng đi đúng của Chi Pu, chỉ là cô ấy đã chọn sai cách tiếp cận khán giả!",Pos
Give this guy a grammy otherwise he will make our ear bleed,Neg
gỡ bài này dùm,Neg
Go to the doctor,Neg
gọi lúc 2h sáng làm gì,Neg
Gớm,Neg
"Good job, Nathan! I can never sleep again knowing that somewhere, sometime, this song may be lurking and ready to be the first thing I hear when I regain consciousness. Seriously, I bet this could wake people out of 7 year comas.",Neg
Goofiest and Abnormaliest song Ever,Neg
"Goofy: ""such beautifull voice just like my own!""",Neg
Graduated from the Yoko Ono School of Music,Neg
H thằng nào nói dối . T bắt nó nghe trăm lần bài này,Neg
H thì khỏi ra ngoài,Pos
"Hả, sao mấy đứa lại khen bài này? Thảm họa lắm!",Neg
"Haha, chị iu seeding đầu tư quá. Chúc chị ra nhạc mãi flop nhé",Neg
"Hài bẩn hài bựa, nghệ sĩ quảng cáo tràn lan ko cấm triệt để đi. Mv đầu tư về hình ảnh hơn hẳn nhiều Mv của những nghệ sĩ khác.",Neg
hai giờ sáng ngủ ai bắt máy anh,Neg
"Hài thật sự, hồi xưa thì chửi tới tấp, giờ người ta có tý tiếng thì bu vào khen, đúng cái tâm lý đám đông ảo thật",Neg
