Comment_raw,Sentiment,Comment,Comments
Bài hát có nhiều chỗ “khó nghe” do lỗi kỹ thuật chưa được khắc phục.,Neg,bài hát nhiều chỗ “ khó nghe ” lỗi kỹ thuật chưa khắc phục ,"['bài', 'hát', 'nhiều', 'chỗ', '“', 'khó', 'nghe', '”', 'lỗi', 'kỹ', 'thuật', 'chưa', 'khắc', 'phục']"
Bài hát của chị rất hay vừa xàm vừa ngang . Chúc mừng chị,Neg,bài hát của chị rất hay vừa xàm vừa ngang  chúc mừng chị,"['bài', 'hát', 'của', 'chị', 'rất', 'hay', 'vừa', 'xàm', 'vừa', 'ngang', 'chúc', 'mừng', 'chị']"
"Bài hát cực kỳ dở, người hát cực kỳ tệ, thua xa mấy bà hàng xóm tôi hát karaoke nữa.",Neg,bài hát cực kỳ dở  người hát cực kỳ tệ  thua xa mấy bà hàng xóm tôi hát karaoke nữa ,"['bài', 'hát', 'cực', 'kỳ', 'dở', 'người', 'hát', 'cực', 'kỳ', 'tệ', 'thua', 'xa', 'mấy', 'bà', 'hàng', 'xóm', 'tôi', 'hát', 'karaoke', 'nữa']"
Bài hát đã làm mình hết táo bón! Thanks.,Neg,bài hát làm mình hết táo bón  thanks ,"['bài', 'hát', 'làm', 'mình', 'hết', 'táo', 'bón', 'thanks']"
Bài hát gì hết nói. Lúc nào cũng phải dâm dâm mới chịu.MV bình thường không được????,Neg,bài hát gì hết nói  lúc nào cũng phải dâm dâm mới chịu  mv bình thường không    ,"['bài', 'hát', 'gì', 'hết', 'nói', 'lúc', 'nào', 'cũng', 'phải', 'dâm', 'dâm', 'mới', 'chịu', 'mv', 'bình', 'thường', 'không']"
bài hát hay hơn khi không có giọng chị :D,Neg,bài hát hay hơn không giọng chị ,"['bài', 'hát', 'hay', 'hơn', 'không', 'giọng', 'chị']"
Bài hát hay mà MV phá hoại nhiều quá. Ko hiểu sao lại đâm chết con bạch tuộc vậy,Neg,bài hát hay mà mv phá hoại nhiều quá  ko hiểu sao lại đâm chết con bạch tuộc vậy,"['bài', 'hát', 'hay', 'mà', 'mv', 'phá', 'hoại', 'nhiều', 'quá', 'ko', 'hiểu', 'sao', 'lại', 'đâm', 'chết', 'con', 'bạch', 'tuộc', 'vậy']"
bài hát hay nhất là khi đc tắt tiếng,Neg,bài hát hay nhất đc tắt tiếng,"['bài', 'hát', 'hay', 'nhất', 'đc', 'tắt', 'tiếng']"
"Bài hát không có yếu tố gây bất ngờ, nghe xong không để lại ấn tượng.",Neg,bài hát không yếu tố gây bất ngờ  nghe xong không để lại ấn tượng ,"['bài', 'hát', 'không', 'yếu', 'tố', 'gây', 'bất', 'ngờ', 'nghe', 'xong', 'không', 'để', 'lại', 'ấn', 'tượng']"
Bài hát không đem lại cảm xúc gì đặc biệt cho người nghe.,Neg,bài hát không đem lại cảm xúc gì đặc biệt người nghe ,"['bài', 'hát', 'không', 'đem', 'lại', 'cảm', 'xúc', 'gì', 'đặc', 'biệt', 'người', 'nghe']"
Bài hát không tạo được điểm nhấn đặc biệt so với các sản phẩm khác.,Neg,bài hát không tạo điểm nhấn đặc biệt sản phẩm khác ,"['bài', 'hát', 'không', 'tạo', 'điểm', 'nhấn', 'đặc', 'biệt', 'sản', 'phẩm', 'khác']"
Bài hát lời đã dở thì cái beat cũng phải cho chất mới bù đc chứ thế này thì ối zồi ôi,Neg,bài hát lời dở cái beat cũng phải chất mới bù đc chứ thế này ối zồi ôi,"['bài', 'hát', 'lời', 'dở', 'cái', 'beat', 'cũng', 'phải', 'chất', 'mới', 'bù', 'đc', 'chứ', 'thế', 'này', 'ối', 'zồi', 'ôi']"
"Bài hát này bị coi là một trong những thảm họa âm nhạc năm 2022 , đã thế vocal của Chi Pu quá tệ , mãi ko cải thiện",Neg,bài hát bị coi thảm họa âm nhạc năm 2022  thế vocal của chi pu quá tệ  mãi ko cải thiện,"['bài', 'hát', 'bị', 'coi', 'thảm', 'họa', 'âm', 'nhạc', 'năm', '2022', 'thế', 'vocal', 'của', 'chi', 'pu', 'quá', 'tệ', 'mãi', 'ko', 'cải', 'thiện']"
"Bài hát này chỉ để làm trend thôi, hồn đâu?",Neu,bài hát chỉ để làm trend thôi  hồn đâu ,"['bài', 'hát', 'chỉ', 'để', 'làm', 'trend', 'thôi', 'hồn', 'đâu']"
"Bài hát này chỉ là kiểu copy, đâu có tâm.",Neu,bài hát chỉ kiểu copy  đâu tâm ,"['bài', 'hát', 'chỉ', 'kiểu', 'copy', 'đâu', 'tâm']"
"Bài hát này đã cứu rỗi bạn tôi. Nó bị cụt tay, nhưng mà sau khi nghe bài này xong nó mọc tay ra và bấm nút pause",Neg,bài hát cứu rỗi bạn tôi  nó bị cụt tay  nhưng mà sau nghe bài xong nó mọc tay bấm nút pause,"['bài', 'hát', 'cứu', 'rỗi', 'bạn', 'tôi', 'nó', 'bị', 'cụt', 'tay', 'nhưng', 'mà', 'sau', 'nghe', 'bài', 'xong', 'nó', 'mọc', 'tay', 'bấm', 'nút', 'pause']"
"Bài hát này giống như trò đùa của ""âm nhạc"", đau tai và thiếu chất.",Neg,bài hát giống như trò đùa của  âm nhạc   đau tai thiếu chất ,"['bài', 'hát', 'giống', 'như', 'trò', 'đùa', 'của', 'âm', 'nhạc', 'đau', 'tai', 'thiếu', 'chất']"
"bài hát này nghe có vẻ vội vàng, thiếu sự chăm chút từ đầu đến cuối.",Neg,bài hát nghe có vẻ vội vàng  thiếu sự chăm chút đầu đến cuối ,"['bài', 'hát', 'nghe', 'có', 'vẻ', 'vội', 'vàng', 'thiếu', 'sự', 'chăm', 'chút', 'đầu', 'đến', 'cuối']"
"Bài hát này như đang ""đá xéo"" chính nó, rối ren và hỗn độn cực kỳ.",Neg,bài hát như đang  đá xéo  chính nó  rối ren hỗn độn cực kỳ ,"['bài', 'hát', 'như', 'đang', 'đá', 'xéo', 'chính', 'nó', 'rối', 'ren', 'hỗn', 'độn', 'cực', 'kỳ']"
"Bài hát này sao lại nổi, chỉ nghe đc tiếng rác!",Neg,bài hát sao lại nổi  chỉ nghe đc tiếng rác ,"['bài', 'hát', 'sao', 'lại', 'nổi', 'chỉ', 'nghe', 'đc', 'tiếng', 'rác']"
Bài hát này thiếu sự đầu tư cả về mặt nghệ thuật lẫn kỹ thuật.,Neg,bài hát thiếu sự đầu tư cả về mặt nghệ thuật lẫn kỹ thuật ,"['bài', 'hát', 'thiếu', 'sự', 'đầu', 'tư', 'cả', 'về', 'mặt', 'nghệ', 'thuật', 'lẫn', 'kỹ', 'thuật']"
"Bài hát này tự xưng ""đột phá"", nhưng chất lượng thì hoàn toàn thất bại.",Neg,bài hát tự xưng  đột phá   nhưng chất lượng hoàn toàn thất bại ,"['bài', 'hát', 'tự', 'xưng', 'đột', 'phá', 'nhưng', 'chất', 'lượng', 'hoàn', 'toàn', 'thất', 'bại']"
"Bài hát này tự xưng là ""hit"", nhưng chán vl.",Neg,bài hát tự xưng  hit   nhưng chán vl ,"['bài', 'hát', 'tự', 'xưng', 'hit', 'nhưng', 'chán', 'vl']"
"Bài hát này vừa đê tiện vừa tự phụ, không xứng đáng với bất cứ lời khen nào.",Neg,bài hát vừa đê tiện vừa tự phụ  không xứng đáng bất cứ lời khen nào ,"['bài', 'hát', 'vừa', 'đê', 'tiện', 'vừa', 'tự', 'phụ', 'không', 'xứng', 'đáng', 'bất', 'cứ', 'lời', 'khen', 'nào']"
Bài hát như còn gà,Neg,bài hát như còn gà,"['bài', 'hát', 'như', 'còn', 'gà']"
bài hát quá dam,Neg,bài hát quá dam,"['bài', 'hát', 'quá', 'dam']"
Bai hát tao lao thât chứ,Neg,bai hát tao lao thât chứ,"['bai', 'hát', 'tao', 'lao', 'thât', 'chứ']"
"Bài hát tự gọi hot, nhưng đâu có chút chất nào hết.",Neg,bài hát tự gọi hot  nhưng đâu chút chất nào hết ,"['bài', 'hát', 'tự', 'gọi', 'hot', 'nhưng', 'đâu', 'chút', 'chất', 'nào', 'hết']"
Bài hát tự hào mà tai tui thì cứ chảy máu từng giây.,Neg,bài hát tự hào mà tai tui cứ chảy máu từng giây ,"['bài', 'hát', 'tự', 'hào', 'mà', 'tai', 'tui', 'cứ', 'chảy', 'máu', 'từng', 'giây']"
Bài hát vớ va vớ vẩn chả có cái ý nghĩa j,Neg,bài hát vớ va vớ vẩn chả cái ý nghĩa j,"['bài', 'hát', 'vớ', 'va', 'vớ', 'vẩn', 'chả', 'cái', 'ý', 'nghĩa', 'j']"
Bài hát vớ vẩn,Neg,bài hát vớ vẩn,"['bài', 'hát', 'vớ', 'vẩn']"
bài hay quá sắp được vào thế giới động vật rồi cố lên chị đẹp,Neg,bài hay quá sắp thế giới động vật rồi cố lên chị đẹp,"['bài', 'hay', 'quá', 'sắp', 'thế', 'giới', 'động', 'vật', 'rồi', 'cố', 'lên', 'chị', 'đẹp']"
Bài này bị mờ đi bởi những chi tiết ko cần thiết.,Neg,bài bị mờ đi bởi chi tiết ko cần thiết ,"['bài', 'bị', 'mờ', 'đi', 'bởi', 'chi', 'tiết', 'ko', 'cần', 'thiết']"
bài này cảm thấy nữ chính bị ảo tưởng,Neg,bài cảm thấy nữ chính bị ảo tưởng,"['bài', 'cảm', 'thấy', 'nữ', 'chính', 'bị', 'ảo', 'tưởng']"
"Bài này chán quá, nghe mà buồn.",Neg,bài chán quá  nghe mà buồn ,"['bài', 'chán', 'quá', 'nghe', 'mà', 'buồn']"
Bài này chỉ để “hít mùi” trend thôi mà.,Neg,bài chỉ để “ hít mùi ” trend thôi mà ,"['bài', 'chỉ', 'để', '“', 'hít', 'mùi', '”', 'trend', 'thôi', 'mà']"
"Bài này chỉ để dính trend, nghệ thuật đâu ra.",Neg,bài chỉ để dính trend  nghệ thuật đâu ,"['bài', 'chỉ', 'để', 'dính', 'trend', 'nghệ', 'thuật', 'đâu']"
Bài này chỉ để trông trendy thôi.,Neg,bài chỉ để trông trendy thôi ,"['bài', 'chỉ', 'để', 'trông', 'trendy', 'thôi']"
Bài này chỉ là tiếng ồn vô hồn.,Neg,bài chỉ tiếng ồn vô hồn ,"['bài', 'chỉ', 'tiếng', 'ồn', 'vô', 'hồn']"
Bài này cũng đành hot? Chỉ nghe là dở!,Neg,bài cũng đành hot  chỉ nghe dở ,"['bài', 'cũng', 'đành', 'hot', 'chỉ', 'nghe', 'dở']"
"Bài này cũng ở cái tầm đấy , mà là “ tầm bậy “",Neg,bài cũng cái tầm đấy  mà “ tầm bậy “,"['bài', 'cũng', 'cái', 'tầm', 'đấy', 'mà', '“', 'tầm', 'bậy', '“']"
"bài này đáng lẽ phải ra hồi đầu tháng 8 âm, chứ gần trung thu 2-3 ngày mới ra ko kịp nghe ko kịp hit thì đã hết trung thu, uổng",Neg,bài đáng lẽ phải hồi đầu tháng 8 âm  chứ gần trung thu 23 ngày mới ko kịp nghe ko kịp hit hết trung thu  uổng,"['bài', 'đáng', 'lẽ', 'phải', 'hồi', 'đầu', 'tháng', '8', 'âm', 'chứ', 'gần', 'trung', 'thu', '23', 'ngày', 'mới', 'ko', 'kịp', 'nghe', 'ko', 'kịp', 'hit', 'hết', 'trung', 'thu', 'uổng']"
Bài này đen tối quá,Neg,bài đen tối quá,"['bài', 'đen', 'tối', 'quá']"
bài này flop chắc,Neg,bài flop chắc,"['bài', 'flop', 'chắc']"
Bài này HAY quá nên không muốn nghe lần nào nữa :),Neg,bài hay quá nên không muốn nghe lần nào nữa ,"['bài', 'hay', 'quá', 'nên', 'không', 'muốn', 'nghe', 'lần', 'nào', 'nữa']"
Bài này hot quá? Nó chỉ là rác miếng thôi mà!,Neg,bài hot quá  nó chỉ rác miếng thôi mà ,"['bài', 'hot', 'quá', 'nó', 'chỉ', 'rác', 'miếng', 'thôi', 'mà']"
"Bài này kể về trải nghiệm của 1 người đi đến quán Sashimi, và từ trải nghiệm đó lồng ghép quan điểm về tình yêu, cách giữ lửa cho tình yêu.. đơn giản vậy thôi mà nhiều người dốt quá nhỉ.",Neg,bài kể về trải nghiệm của 1 người đi đến quán sashimi  trải nghiệm đó lồng ghép quan điểm về tình yêu  cách giữ lửa tình yêu  đơn giản vậy thôi mà nhiều người dốt quá nhỉ ,"['bài', 'kể', 'về', 'trải', 'nghiệm', 'của', '1', 'người', 'đi', 'đến', 'quán', 'sashimi', 'trải', 'nghiệm', 'đó', 'lồng', 'ghép', 'quan', 'điểm', 'về', 'tình', 'yêu', 'cách', 'giữ', 'lửa', 'tình', 'yêu', 'đơn', 'giản', 'vậy', 'thôi', 'mà', 'nhiều', 'người', 'dốt', 'quá', 'nhỉ']"
Bài này ko đáng để nghe thêm lần 2.,Neg,bài ko đáng để nghe thêm lần 2 ,"['bài', 'ko', 'đáng', 'để', 'nghe', 'thêm', 'lần', '2']"
Bài này là mớ hỗn độn,Neg,bài mớ hỗn độn,"['bài', 'mớ', 'hỗn', 'độn']"
"Bài này mà đc hot, t ko hiểu sao lại dc ưa chuộng!",Neg,bài mà đc hot  ko hiểu sao lại dc ưa chuộng ,"['bài', 'mà', 'đc', 'hot', 'ko', 'hiểu', 'sao', 'lại', 'dc', 'ưa', 'chuộng']"
Bài này mà đi hát karaoke tìm chắc k ra mà có ra chắc k ai dám hát,Neg,bài mà đi hát karaoke tìm chắc k mà chắc k ai dám hát,"['bài', 'mà', 'đi', 'hát', 'karaoke', 'tìm', 'chắc', 'k', 'mà', 'chắc', 'k', 'ai', 'dám', 'hát']"
Bài này mà hot rồi đem đi diễn show khắp nơi chắc ông nào đó ở nhà ngồi khóc quá :))),Neg,bài mà hot rồi đem đi diễn show khắp nơi chắc ông nào đó nhà ngồi khóc quá ,"['bài', 'mà', 'hot', 'rồi', 'đem', 'đi', 'diễn', 'show', 'khắp', 'nơi', 'chắc', 'ông', 'nào', 'đó', 'nhà', 'ngồi', 'khóc', 'quá']"
"Bài này mà nghe, chẳng là tệ thôi!",Neg,bài mà nghe  chẳng là tệ thôi ,"['bài', 'mà', 'nghe', 'chẳng', 'là', 'tệ', 'thôi']"
"Bài này mà nghe, sao lại dc ca ngợi, chỉ nghe rác thôi!",Neg,bài mà nghe  sao lại dc ca ngợi  chỉ nghe rác thôi ,"['bài', 'mà', 'nghe', 'sao', 'lại', 'dc', 'ca', 'ngợi', 'chỉ', 'nghe', 'rác', 'thôi']"
"Bài này mà nghe, sao lại dc ưa chuộng, quá rác luôn!",Neg,bài mà nghe  sao lại dc ưa chuộng  quá rác luôn ,"['bài', 'mà', 'nghe', 'sao', 'lại', 'dc', 'ưa', 'chuộng', 'quá', 'rác', 'luôn']"
Bài này mấy đứa ảo à? Dở dở!,Neg,bài mấy đứa ảo à  dở dở ,"['bài', 'mấy', 'đứa', 'ảo', 'à', 'dở', 'dở']"
Bài này nghe kì cục vậy,Neg,bài nghe kì cục vậy,"['bài', 'nghe', 'kì', 'cục', 'vậy']"
"Bài này nghe như bị lỗi hệ thống, không kết nối được cảm xúc.",Neg,bài nghe như bị lỗi hệ thống  không kết nối cảm xúc ,"['bài', 'nghe', 'như', 'bị', 'lỗi', 'hệ', 'thống', 'không', 'kết', 'nối', 'cảm', 'xúc']"
Bài này như rác rưởi,Neg,bài như rác rưởi,"['bài', 'như', 'rác', 'rưởi']"
bài này sao hot? Rác rưởi!,Neg,bài sao hot  rác rưởi ,"['bài', 'sao', 'hot', 'rác', 'rưởi']"
"Bài này sao mà còn có view, cứ là rác vậy!",Neg,bài sao mà còn view  cứ rác vậy ,"['bài', 'sao', 'mà', 'còn', 'view', 'cứ', 'rác', 'vậy']"
Bài này thật là thất bại!,Neg,bài thật thất bại ,"['bài', 'thật', 'thất', 'bại']"
"Bài này thật sự là xấu, thật là rác!",Neg,bài thật sự xấu  thật rác ,"['bài', 'thật', 'sự', 'xấu', 'thật', 'rác']"
"Bài này thiếu hết hồn, nghe mà buồn.",Neg,bài thiếu hết hồn  nghe mà buồn ,"['bài', 'thiếu', 'hết', 'hồn', 'nghe', 'mà', 'buồn']"
"Bài này tự xưng ""hot"" nhưng chất lượng = 0.",Neg,bài tự xưng  hot  nhưng chất lượng = 0 ,"['bài', 'tự', 'xưng', 'hot', 'nhưng', 'chất', 'lượng', '=', '0']"
Bài này tự xưng nghệ thuật nhưng chẳng chạm được vào trái tim ai.,Neg,bài tự xưng nghệ thuật nhưng chẳng chạm trái tim ai ,"['bài', 'tự', 'xưng', 'nghệ', 'thuật', 'nhưng', 'chẳng', 'chạm', 'trái', 'tim', 'ai']"
Bài này xứng đáng nằm ở danh sách những bài thất bại.,Neg,bài xứng đáng nằm danh sách bài thất bại ,"['bài', 'xứng', 'đáng', 'nằm', 'danh', 'sách', 'bài', 'thất', 'bại']"
Bài này? Rác miếng!,Neg,bài  rác miếng ,"['bài', 'rác', 'miếng']"
"Bài người ta tuy thảm họa nhưng ít ra giai điệu lyrics,..... tự sáng tác còn đỡ hơn ai kia. Đã làm một nồi lẩu thập cẩm r còn kinh khủng hơn thế....",Neu,bài người ta tuy thảm họa nhưng ít ra giai điệu lyrics   tự sáng tác còn đỡ hơn ai kia  làm nồi lẩu thập cẩm r còn kinh khủng hơn thế ,"['bài', 'người', 'ta', 'tuy', 'thảm', 'họa', 'nhưng', 'ít', 'ra', 'giai', 'điệu', 'lyrics', 'tự', 'sáng', 'tác', 'còn', 'đỡ', 'hơn', 'ai', 'kia', 'làm', 'nồi', 'lẩu', 'thập', 'cẩm', 'r', 'còn', 'kinh', 'khủng', 'hơn', 'thế']"
Bài tủ của tôi,Pos,bài tủ của tôi,"['bài', 'tủ', 'của', 'tôi']"
"Bạn hát hay, xinh đẹp nhưng CÁCH HÁT CỨ LƠ LỚ NHƯ TÂY Í, không giống người Việt.",Neg,bạn hát hay  xinh đẹp nhưng cách hát cứ lơ lớ như tây í  không giống người việt ,"['bạn', 'hát', 'hay', 'xinh', 'đẹp', 'nhưng', 'cách', 'hát', 'cứ', 'lơ', 'lớ', 'như', 'tây', 'í', 'không', 'giống', 'người', 'việt']"
Bạn là ng nổi tiếng bạn ko lên ra mv kiểu khiêu gợi thế này . những bạn trẻ từ 14 đến 18 rất dễ bị ảnh hưởng từ phong cách đến lối sống . mv như có sự khiêu gợi thèm muốn,Neg,bạn ng nổi tiếng bạn ko lên mv kiểu khiêu gợi thế này  bạn trẻ 14 đến 18 rất dễ bị ảnh hưởng phong cách đến lối sống  mv như sự khiêu gợi thèm muốn,"['bạn', 'ng', 'nổi', 'tiếng', 'bạn', 'ko', 'lên', 'mv', 'kiểu', 'khiêu', 'gợi', 'thế', 'này', 'bạn', 'trẻ', '14', 'đến', '18', 'rất', 'dễ', 'bị', 'ảnh', 'hưởng', 'phong', 'cách', 'đến', 'lối', 'sống', 'mv', 'như', 'sự', 'khiêu', 'gợi', 'thèm', 'muốn']"
Bạn nên làm diễn viên thì tốt hơn,Neg,bạn nên làm diễn viên tốt hơn,"['bạn', 'nên', 'làm', 'diễn', 'viên', 'tốt', 'hơn']"
Bandle 1/6 What is that interface Bandle T_T It's ugly af,Neg,bandle 1/6 interface bandle t t ugly af,"['bandle', '1/6', 'interface', 'bandle', 't', 't', 'ugly', 'af']"
Barely any passion in the performance.,Neg,barely passion performance ,"['barely', 'passion', 'performance']"
"Barely any talent here, tbh.",Neg,barely talent  tbh ,"['barely', 'talent', 'tbh']"
bắt tai lắm b ạ,Pos,bắt tai lắm b ạ,"['bắt', 'tai', 'lắm', 'b', 'ạ']"
bậy thía ;-;,Neg,bậy thía   ,"['bậy', 'thía']"
Bbi của t đang ở bên ng khác,Neg,bbi của đang bên ng khác,"['bbi', 'của', 'đang', 'bên', 'ng', 'khác']"
Be careful with some people who will steal your music and change the name again lol. Anyway great song,Neg,careful people steal your music and change name lol  anyway great song,"['careful', 'people', 'steal', 'your', 'music', 'and', 'change', 'name', 'lol', 'anyway', 'great', 'song']"
Be completely honest and there’s only like three or four songs. I don’t like on this whole list.,Neg,completely honest and there’s like three four songs  don’t like whole list ,"['completely', 'honest', 'and', 'there’s', 'like', 'three', 'four', 'songs', 'don’t', 'like', 'whole', 'list']"
Beat bài này hay mà lyrics 3 chấm thật sự,Neg,beat bài hay mà lyrics 3 chấm thật sự,"['beat', 'bài', 'hay', 'mà', 'lyrics', '3', 'chấm', 'thật', 'sự']"
Beat của bài này không hề mang đến cảm hứng nào cả.,Neg,beat của bài không hề mang đến cảm hứng nào cả ,"['beat', 'của', 'bài', 'không', 'hề', 'mang', 'đến', 'cảm', 'hứng', 'nào', 'cả']"
"Beat dở tệ, lời ca rối như mớ hỗn độn không đích.",Neg,beat dở tệ  lời ca rối như mớ hỗn độn không đích ,"['beat', 'dở', 'tệ', 'lời', 'ca', 'rối', 'như', 'mớ', 'hỗn', 'độn', 'không', 'đích']"
beat hay,Pos,beat hay,"['beat', 'hay']"
